gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,CA,21,36000,4,2,4,4,3,4,2,2,5,2,5,1,3,3,1,1,7,3,5,7,6,1,3,5,2,5,4,2,7,6,2,4,4,1,1,4,2,4,4,1,Seraph Guardians,54,2,4,5,1,3,6
male,MI,22,37000,6,5,4,3,6,6,5,4,4,4,5,7,4,4,6,3,3,3,3,6,6,5,5,4,4,4,5,6,1,1,3,2,4,5,5,4,5,7,2,4,Evercrest,44,6,1,3,5,4,2
male,CA,29,88000,4,5,3,3,3,2,2,1,3,3,4,5,4,4,3,5,5,7,6,4,5,2,6,6,1,4,1,4,6,5,6,7,6,4,5,3,3,2,3,4,Warrior Guild,68,1,3,4,2,6,5
female,IA,26,35000,5,4,3,4,7,7,5,6,5,4,3,4,3,7,7,4,4,2,4,4,5,6,4,5,7,6,5,5,6,2,2,1,2,5,6,5,4,3,5,5,Seraph Guardians,50,5,1,2,4,6,3
male,OH,19,17000,5,6,3,5,7,6,4,7,5,2,2,4,3,4,4,5,5,3,5,2,6,5,5,6,3,4,3,4,5,6,2,3,6,4,4,4,1,3,4,5,Evercrest,33,3,1,2,4,6,5
female,TX,28,74000,6,1,3,7,3,4,4,4,3,2,5,6,2,4,4,3,2,5,6,5,3,2,4,3,3,7,3,3,7,5,5,5,5,5,5,5,3,3,5,5,Evercrest,69,2,4,1,3,6,5
male,KS,51,80000,4,5,3,7,5,7,4,7,2,6,5,5,5,7,4,6,3,2,1,4,1,4,6,1,5,1,4,7,1,2,2,5,3,3,2,5,3,7,4,5,Seraph Guardians,73,5,1,4,6,3,2
female,NC,22,32000,6,6,4,5,5,7,4,5,4,3,6,6,7,5,5,4,5,3,4,5,4,4,6,2,6,6,6,7,7,5,4,3,3,4,5,6,5,5,4,3,Warrior Guild,36,4,1,2,5,6,3
female,OH,36,85000,4,5,2,5,7,6,4,4,3,3,6,3,6,4,3,3,6,3,3,7,2,5,3,2,7,4,4,3,4,6,3,2,6,4,3,6,5,6,3,3,Warrior Guild,57,6,1,5,2,3,4
female,CA,36,125000,4,6,3,6,1,2,6,1,2,3,6,3,3,2,7,5,5,4,2,3,1,3,2,1,4,4,5,1,3,5,5,3,4,5,4,6,1,5,2,4,Evercrest,80,3,2,6,4,1,5
female,MA,25,74000,4,4,4,5,7,7,3,7,3,6,7,6,7,7,7,6,3,2,2,2,3,4,7,4,7,1,5,7,2,3,1,1,1,6,5,5,4,6,3,7,Seraph Guardians,62,5,1,3,6,4,2
male,CA,21,41000,2,6,5,4,6,7,4,6,5,6,4,6,7,6,4,6,4,2,5,4,5,4,5,4,6,5,6,5,4,3,2,2,1,4,4,5,5,4,4,4,Seraph Guardians,61,6,1,3,5,4,2
male,NC,19,24000,7,4,3,7,1,1,6,1,5,7,4,4,3,2,4,6,4,2,3,4,5,3,2,4,3,4,3,2,3,5,2,2,3,4,6,6,4,3,2,6,Evercrest,20,3,2,6,4,1,5
male,NY,22,32000,2,6,4,3,2,1,2,3,5,6,5,1,3,2,5,5,4,5,5,3,5,3,3,5,3,3,3,3,4,5,4,3,1,4,6,1,6,3,5,6,Seraph Guardians,36,4,2,6,5,3,1
male,KS,23,37000,6,3,5,5,7,7,7,7,6,2,3,5,5,5,7,3,4,3,6,2,3,6,4,5,5,6,6,7,7,5,3,2,3,6,6,4,5,4,4,5,Seraph Guardians,55,3,2,1,5,6,4
male,NC,23,39000,4,4,7,4,5,7,5,5,2,3,6,7,7,7,7,2,5,4,4,4,3,2,7,3,1,5,3,7,4,4,4,3,3,5,3,5,7,7,6,7,Warrior Guild,45,4,3,2,5,6,1
female,WA,18,5000,2,1,5,3,5,6,4,5,5,1,4,4,6,3,4,3,5,4,4,4,6,1,4,5,1,5,2,5,3,4,3,3,5,3,2,4,5,3,5,2,Warrior Guild,24,2,4,1,3,6,5
female,NY,27,82000,6,2,2,5,3,2,3,3,4,4,3,4,4,4,4,1,7,3,6,5,4,3,3,4,5,6,4,4,3,6,4,6,3,1,4,4,5,3,2,3,Warrior Guild,74,1,4,5,2,3,6
female,FL,30,56000,5,3,5,5,6,5,3,5,2,4,2,6,5,3,4,5,5,4,2,4,2,4,4,2,2,3,5,4,1,4,3,2,3,4,4,3,4,4,5,4,Warrior Guild,60,4,1,3,6,5,2
male,NY,32,89000,3,7,2,3,7,7,4,6,3,6,4,4,5,4,4,5,5,4,4,5,3,5,4,4,3,5,4,5,6,4,3,3,5,3,2,4,1,3,2,4,Seraph Guardians,67,6,1,3,5,4,2
male,TX,36,54000,5,4,5,5,6,7,4,5,1,4,5,6,5,5,5,7,7,2,3,7,3,2,5,1,3,5,4,7,3,7,4,3,3,4,5,5,5,4,4,7,Warrior Guild,51,5,2,3,6,4,1
male,CA,23,48000,1,3,2,1,3,4,1,1,6,3,1,2,4,3,3,1,5,5,4,4,7,2,4,7,1,4,2,3,4,5,3,5,6,3,2,1,3,3,3,1,Evercrest,49,2,6,3,1,5,4
male,LA,28,50000,6,2,4,6,7,6,3,7,3,3,7,7,4,5,5,3,5,3,5,4,4,4,5,7,4,7,4,5,6,5,1,3,2,5,6,5,4,5,3,4,Evercrest,64,4,1,3,5,6,2
female,GA,23,31000,4,4,3,3,4,3,5,3,5,4,1,5,5,6,4,3,7,7,6,5,5,4,3,4,4,4,2,5,5,6,6,6,7,3,5,4,3,1,3,4,Evercrest,43,1,4,3,2,6,5
female,CA,22,34000,3,4,6,3,4,4,1,3,5,3,3,5,4,5,6,5,3,5,7,3,6,1,4,7,3,7,1,2,5,3,7,5,4,5,4,2,5,3,4,3,Seraph Guardians,34,1,5,3,2,6,4
male,RI,21,76000,1,1,2,4,1,1,4,2,5,2,5,3,1,2,3,2,3,5,6,3,6,4,2,5,4,5,2,2,6,2,4,5,6,3,4,3,2,4,1,3,Evercrest,53,2,5,3,1,4,6
female,TX,21,24000,3,4,2,5,4,5,4,3,3,6,3,5,2,3,4,5,7,6,2,6,3,4,4,1,2,1,3,5,3,7,5,6,5,5,5,3,4,5,3,3,Warrior Guild,31,3,2,6,1,4,5
female,NY,26,52000,3,5,3,5,3,3,3,4,5,4,5,6,5,5,4,5,4,3,1,4,3,5,4,3,6,1,7,6,1,5,2,2,3,2,6,4,3,6,4,5,Seraph Guardians,43,6,1,5,4,3,2
female,MS,33,43000,3,3,2,5,4,1,2,2,2,3,3,4,3,4,1,1,3,4,2,3,7,2,2,5,3,4,2,4,3,5,3,3,4,2,1,3,1,4,1,2,Evercrest,30,1,3,6,2,5,4
female,MD,20,36000,1,2,2,2,6,5,2,5,4,5,1,4,5,5,2,5,3,4,4,5,4,1,4,5,2,6,3,5,5,4,5,6,5,1,1,1,3,1,2,1,Seraph Guardians,23,2,3,4,1,6,5
female,PA,26,68000,2,5,5,1,7,7,2,7,3,6,5,6,4,3,2,4,3,2,3,5,6,3,2,3,4,3,6,4,2,1,1,1,2,3,3,4,6,4,3,3,Evercrest,54,6,1,3,4,5,2
female,NJ,22,43000,5,3,4,5,7,7,3,7,4,2,5,2,6,6,4,3,6,4,4,5,4,1,4,3,1,5,1,6,6,7,3,4,3,4,6,3,3,5,3,7,Warrior Guild,40,4,3,2,5,6,1
female,NV,25,22000,4,4,2,2,5,4,6,3,7,6,1,3,2,4,4,5,4,3,4,6,6,4,5,2,6,2,5,5,4,6,4,2,4,6,4,5,2,3,3,4,Warrior Guild,33,5,1,6,3,4,2
female,TN,31,41000,6,6,1,5,2,3,6,4,4,6,4,3,4,2,3,4,5,3,4,6,2,3,2,4,4,7,2,1,6,4,3,3,5,5,6,4,4,4,3,5,Seraph Guardians,36,1,2,5,4,3,6
male,MA,28,98000,2,5,3,4,4,4,1,4,5,5,3,5,1,3,2,3,7,7,5,6,6,1,3,7,1,4,1,4,6,4,6,7,7,2,3,1,3,3,3,4,Seraph Guardians,74,2,5,4,1,6,3
male,ME,37,76000,3,5,7,4,4,3,3,4,3,4,4,3,5,2,1,5,4,4,7,5,1,3,4,4,2,6,2,4,5,5,5,5,4,1,1,3,5,4,4,1,Warrior Guild,65,2,3,4,1,6,5
female,CO,19,19000,5,2,5,5,6,6,7,6,5,3,3,4,5,3,7,4,7,5,6,4,6,5,5,6,5,6,7,4,6,6,4,6,6,5,4,5,7,3,7,6,Warrior Guild,42,2,4,1,3,6,5
female,FL,28,67000,3,3,7,2,7,6,4,7,3,5,7,6,6,7,3,2,6,2,2,6,2,5,7,1,6,4,3,7,4,5,4,5,2,4,5,3,7,6,4,3,Warrior Guild,65,5,1,3,6,4,2
female,FL,19,18000,2,1,4,4,2,2,3,3,6,2,3,3,4,4,2,1,3,5,3,5,7,1,5,7,1,2,3,3,1,5,4,7,4,2,1,3,4,4,2,2,Seraph Guardians,22,2,3,6,1,5,4
female,MA,40,113000,4,5,4,2,5,6,4,6,3,4,3,4,4,5,4,4,6,6,4,5,1,2,4,1,2,1,5,4,3,5,6,4,7,4,1,4,2,4,5,3,Seraph Guardians,83,5,1,4,3,6,2
female,IA,19,23000,6,5,6,7,4,6,7,4,7,2,2,6,6,5,6,4,7,2,5,7,6,6,6,5,5,6,7,5,5,6,4,3,4,5,6,6,4,3,6,7,Seraph Guardians,41,1,4,3,2,6,5
female,HI,60,129000,6,7,4,5,6,7,5,7,1,7,1,4,5,5,5,7,1,2,2,1,2,2,5,1,2,1,3,3,1,1,2,3,2,4,4,4,3,4,2,4,Evercrest,83,5,1,3,6,4,2
male,TX,27,44000,4,3,2,2,6,6,3,5,4,6,2,4,4,6,4,5,6,4,7,5,3,4,5,4,6,4,5,4,5,6,6,4,4,5,5,3,3,2,3,6,Warrior Guild,38,4,2,3,1,6,5
female,MI,30,33000,3,6,2,6,2,1,4,1,3,6,1,2,3,4,2,5,3,1,4,5,3,1,3,4,2,3,3,4,2,3,3,1,3,2,1,4,3,3,3,1,Warrior Guild,35,2,1,6,5,3,4
female,LA,21,16000,4,4,4,3,3,5,5,4,5,5,4,4,5,5,5,5,7,3,5,7,5,4,6,6,3,6,3,6,6,7,5,7,3,5,3,4,4,5,4,5,Evercrest,24,1,3,5,2,4,6
female,NJ,35,78000,4,7,4,2,2,1,3,1,2,7,3,2,1,3,1,7,4,4,3,5,3,1,3,2,1,4,1,3,7,4,3,2,4,1,1,3,4,1,4,1,Warrior Guild,63,2,3,6,5,1,4
male,WA,48,106000,6,4,6,6,5,7,4,7,3,5,5,7,7,7,4,7,1,4,1,1,2,3,6,1,3,1,5,7,1,4,5,5,2,6,5,5,6,5,5,3,Warrior Guild,72,5,1,3,6,4,2
female,FL,20,22000,4,1,3,3,6,4,5,6,2,3,3,2,2,2,4,1,6,5,6,5,5,5,2,3,2,7,5,1,4,5,7,6,6,4,3,4,3,4,3,4,Evercrest,21,2,4,3,1,6,5
female,NJ,29,62000,5,3,2,4,7,7,5,7,5,3,2,6,7,7,5,3,4,4,7,4,5,4,7,6,3,6,2,6,6,3,3,4,5,5,4,4,3,1,3,5,Evercrest,67,2,5,1,3,6,4
male,PA,25,38000,5,1,4,3,4,3,5,5,4,1,5,5,4,5,3,4,3,5,2,6,3,5,4,3,3,4,3,5,2,6,4,4,5,4,4,3,2,3,5,4,Seraph Guardians,40,3,2,5,1,6,4
female,MN,30,50000,3,2,3,4,7,6,3,7,4,2,3,4,4,4,4,3,3,2,4,3,1,2,2,2,4,4,2,2,4,2,3,3,3,6,5,3,5,4,4,5,Warrior Guild,52,4,2,1,5,6,3
male,PA,23,35000,2,5,4,2,5,4,5,3,6,4,3,5,5,6,5,5,5,4,6,4,6,4,6,4,4,6,2,4,5,4,2,3,3,7,7,2,5,3,2,6,Warrior Guild,45,4,5,2,3,6,1
male,CA,20,49000,3,1,4,3,3,3,3,4,5,1,4,1,3,3,2,3,3,4,2,3,4,7,3,5,5,2,5,2,2,5,4,3,3,2,1,4,4,5,2,2,Warrior Guild,37,4,1,5,2,3,6
male,IL,20,25000,5,6,5,4,1,4,4,3,3,5,5,4,4,5,1,5,3,2,3,5,4,2,5,4,2,4,2,5,4,3,3,3,2,1,2,4,7,5,6,1,Seraph Guardians,35,1,2,6,3,5,4
female,NC,22,28000,7,5,3,7,3,4,4,3,6,2,4,6,5,5,4,2,3,3,5,4,4,6,7,6,7,6,5,6,5,3,5,4,4,2,2,6,3,3,4,3,Evercrest,32,3,1,4,2,6,5
female,FL,22,33000,2,1,3,4,7,7,3,6,2,3,5,3,4,4,3,3,4,4,2,5,3,6,4,1,6,4,4,4,6,5,5,6,3,1,2,2,1,4,5,1,Warrior Guild,39,5,1,2,4,6,3
female,TX,28,43000,6,3,3,6,3,5,6,4,1,1,2,3,5,2,3,2,4,1,3,5,2,4,1,3,4,2,5,3,5,6,2,4,4,3,5,4,2,3,2,4,Warrior Guild,36,4,1,3,2,5,6
male,MN,19,19000,5,4,3,7,5,5,5,7,4,5,2,2,3,3,6,3,4,3,2,4,2,2,3,2,5,1,3,2,1,3,4,4,7,6,3,3,4,4,3,4,Seraph Guardians,31,4,1,5,6,3,2
male,CO,24,45000,3,7,3,3,4,3,2,5,7,6,5,2,3,1,2,5,5,3,4,4,5,4,1,5,2,2,3,4,1,6,3,5,4,3,2,2,3,4,3,2,Warrior Guild,43,5,1,6,4,3,2
male,FL,27,29000,3,4,3,4,2,2,5,3,2,6,5,4,3,1,3,7,3,4,2,4,3,3,3,3,3,3,3,3,2,5,3,2,4,2,3,4,2,5,5,4,Warrior Guild,33,4,1,6,5,3,2
male,NJ,18,24000,4,2,5,6,6,5,2,7,5,2,4,6,3,5,5,3,6,3,5,4,3,2,5,5,1,5,3,5,3,2,3,4,3,3,3,4,4,2,5,3,Warrior Guild,35,2,1,3,4,6,5
male,OH,32,56000,4,7,2,3,7,7,3,7,2,7,5,4,7,3,4,7,4,3,1,5,1,4,4,1,3,1,3,4,1,5,4,5,2,4,4,3,2,4,1,3,Warrior Guild,34,6,1,4,5,3,2
male,PA,32,78000,2,3,1,1,7,5,2,7,1,4,4,2,2,5,3,3,4,6,4,7,1,2,6,2,2,5,2,4,4,5,5,5,7,3,2,1,1,4,1,4,Seraph Guardians,64,5,1,4,2,6,3
male,CT,21,36000,5,1,1,2,3,2,4,4,6,3,4,3,3,2,1,2,3,4,3,6,5,4,2,4,3,6,3,3,6,4,4,4,4,2,2,4,4,2,2,2,Seraph Guardians,34,1,4,3,2,5,6
male,FL,38,76000,3,6,3,2,4,3,4,4,1,7,1,4,6,4,2,6,4,4,5,2,2,1,5,2,3,4,1,6,2,2,4,4,4,2,2,2,3,1,2,4,Seraph Guardians,67,4,1,3,5,6,2
female,WI,19,27000,4,4,4,3,3,7,2,4,5,6,7,5,5,5,3,5,4,3,4,7,5,4,4,6,5,5,4,4,4,5,1,2,3,4,4,4,4,7,1,4,Seraph Guardians,37,4,1,6,5,3,2
male,CA,22,35000,5,4,2,5,5,2,2,3,4,3,4,5,5,5,2,1,4,4,6,3,4,1,5,4,2,7,1,4,7,4,4,4,6,1,2,3,4,1,3,1,Evercrest,40,1,4,3,2,6,5
female,CA,29,80000,2,1,4,2,7,7,4,7,4,2,3,4,6,5,3,1,3,7,6,5,5,4,3,4,3,5,4,2,7,4,4,5,5,4,3,3,3,1,3,3,Seraph Guardians,56,3,4,1,2,6,5
male,MD,64,187000,6,5,1,5,6,7,7,7,3,5,4,4,6,4,4,6,3,1,2,3,1,4,5,1,7,2,6,5,1,2,1,1,1,5,4,5,2,6,3,5,Evercrest,73,5,1,4,6,3,2
male,FL,20,27000,7,5,1,7,1,2,4,2,4,6,4,2,2,1,4,6,2,1,2,2,1,6,1,2,4,5,5,1,4,3,3,5,2,4,6,6,2,3,1,4,Evercrest,25,3,1,5,4,2,6
male,NY,28,62000,1,7,7,2,5,5,3,3,3,7,4,2,4,7,1,7,3,6,3,4,3,1,1,2,3,1,2,3,2,3,3,4,4,4,1,2,6,3,6,3,Warrior Guild,53,4,2,5,6,3,1
male,PA,25,28000,2,3,6,2,7,7,4,7,4,4,3,5,6,4,4,4,3,1,7,3,4,4,5,4,5,7,3,6,7,2,3,3,2,4,3,4,6,3,6,3,Seraph Guardians,48,5,2,1,4,6,3
female,CO,47,145000,5,4,5,3,4,5,5,6,4,4,5,7,6,6,6,3,6,5,4,5,3,7,7,3,5,3,4,6,2,5,4,4,3,7,6,6,5,6,4,6,Warrior Guild,96,6,1,3,5,4,2
male,NY,19,22000,4,5,2,4,5,5,4,4,5,3,3,2,5,3,4,5,7,5,5,7,4,4,3,6,5,5,5,3,6,7,5,5,5,3,3,2,1,5,3,5,Warrior Guild,45,2,3,6,1,4,5
female,TX,25,38000,3,5,4,3,5,7,3,7,4,5,7,7,7,7,4,6,3,2,3,5,3,3,6,5,4,1,2,6,1,6,2,2,3,4,3,4,2,5,5,2,Seraph Guardians,52,5,1,4,6,3,2
female,OH,24,36000,4,5,3,2,5,5,4,4,3,4,4,3,3,5,4,5,2,2,5,2,4,2,3,4,2,5,4,5,5,3,2,2,3,4,5,3,2,2,5,3,Evercrest,38,4,1,2,5,6,3
male,IL,19,18000,4,1,7,2,3,5,4,2,5,4,4,1,4,3,1,2,4,3,4,5,4,5,3,3,1,3,3,4,4,3,3,4,4,4,2,3,5,4,6,2,Seraph Guardians,25,2,1,4,6,5,3
male,TX,24,33000,3,3,3,5,6,3,6,6,5,3,6,7,7,5,3,1,5,3,6,4,5,7,7,4,5,6,5,7,4,3,4,2,3,4,4,5,5,6,1,1,Warrior Guild,39,4,1,2,3,6,5
female,IL,20,9000,7,4,1,7,3,3,6,4,3,6,2,2,3,1,4,6,5,3,4,6,6,5,2,1,4,3,6,1,2,5,4,5,3,2,3,6,3,2,2,3,Seraph Guardians,36,4,1,5,3,2,6
female,PA,32,29000,4,5,1,5,4,3,5,3,2,4,1,3,2,2,4,5,5,2,5,2,2,4,2,2,2,4,5,3,4,4,3,1,2,5,4,4,1,3,1,5,Evercrest,26,3,1,2,6,4,5
female,NY,26,32000,5,2,3,5,2,1,7,1,6,1,2,2,3,3,3,1,5,5,4,5,3,6,4,4,7,6,7,4,5,5,5,4,3,3,5,7,3,3,3,5,Seraph Guardians,32,2,4,5,1,3,6
female,TX,19,16000,3,3,4,3,7,7,3,7,5,2,4,6,6,4,3,3,5,2,6,6,5,4,7,7,4,6,6,7,6,3,4,2,2,4,3,4,3,2,3,3,Evercrest,32,4,3,1,2,6,5
female,FL,19,23000,4,4,3,5,2,3,3,3,6,4,2,3,4,3,5,1,6,6,4,5,6,1,3,5,1,4,1,4,3,4,4,4,6,5,5,4,3,1,4,5,Evercrest,37,1,5,3,2,6,4
male,CA,19,26000,7,5,3,6,5,5,3,6,5,5,1,1,4,2,4,4,2,3,5,3,5,3,3,7,2,5,2,3,6,3,2,3,2,5,4,2,2,1,2,6,Evercrest,38,1,4,2,3,6,5
male,FL,32,54000,4,2,6,4,7,5,2,5,3,2,1,5,3,7,3,3,4,6,5,2,3,1,5,4,3,3,2,5,6,6,3,4,6,3,3,2,6,1,6,1,Evercrest,53,3,2,1,5,6,4
male,GA,21,23000,6,3,1,5,5,4,5,3,5,3,2,2,2,1,2,3,7,4,6,6,4,7,1,4,5,6,7,2,5,6,1,4,5,3,4,4,1,4,1,2,Warrior Guild,39,3,4,5,1,2,6
female,MN,32,90000,4,5,4,4,7,6,2,3,3,7,4,6,6,6,3,6,7,2,2,6,4,3,4,1,2,4,5,7,4,5,1,3,2,1,2,5,4,5,5,1,Seraph Guardians,61,4,1,3,6,5,2
female,CA,31,99000,5,2,4,5,7,7,4,7,3,2,6,3,5,3,1,2,5,4,4,5,2,3,5,4,3,1,4,3,1,6,5,6,5,1,2,4,3,6,4,1,Evercrest,73,4,1,3,6,5,2
female,CA,27,77000,6,4,4,4,1,1,4,2,3,3,6,3,3,3,2,4,5,4,6,5,3,4,2,4,5,5,5,2,6,4,2,4,4,4,2,6,4,6,3,4,Evercrest,69,4,1,5,2,3,6
female,OH,19,8000,6,3,6,6,3,5,7,3,4,2,3,4,5,2,1,3,7,2,3,6,3,7,2,4,5,5,7,3,4,6,3,2,2,2,3,4,4,4,5,2,Warrior Guild,28,1,4,5,3,2,6
male,IN,21,42000,3,1,3,3,6,6,4,5,6,3,4,4,4,3,3,2,4,6,5,6,7,3,4,6,3,6,3,3,4,3,3,5,5,3,3,6,3,4,4,2,Seraph Guardians,48,1,4,3,2,6,5
male,OH,25,61000,5,6,3,5,4,3,3,4,1,5,4,2,3,4,2,7,2,1,3,3,4,1,2,4,3,4,3,3,3,2,1,1,2,2,3,4,3,4,2,4,Evercrest,39,4,1,5,6,3,2
female,FL,25,42000,2,3,1,3,2,4,2,4,5,1,4,3,4,4,1,1,6,5,7,4,4,1,6,6,1,5,1,3,7,6,2,5,5,1,1,2,2,6,3,1,Warrior Guild,40,2,4,3,1,6,5
male,TN,29,38000,4,2,1,4,7,5,4,6,3,4,2,3,4,4,3,2,7,7,2,4,3,2,2,2,1,2,1,2,2,7,7,7,7,2,2,2,1,4,1,3,Seraph Guardians,28,2,3,5,1,6,4
female,IN,20,25000,7,6,1,6,4,3,7,2,6,6,4,1,3,4,4,6,4,5,3,1,6,6,3,5,5,3,5,3,3,2,5,3,6,4,5,5,1,5,1,2,Warrior Guild,42,5,1,6,3,2,4
male,ND,24,49000,4,4,1,3,7,4,4,6,3,4,4,3,3,4,2,5,3,5,4,2,5,3,3,5,3,3,3,4,4,4,6,4,6,3,3,4,1,5,1,3,Seraph Guardians,59,6,1,4,3,5,2
male,TX,28,74000,4,5,2,3,4,1,1,3,2,5,5,3,2,3,3,6,3,5,5,3,4,2,3,3,1,7,3,1,5,4,4,6,4,2,5,2,2,4,2,3,Seraph Guardians,43,2,3,6,1,5,4
male,FL,29,79000,3,3,2,2,4,3,4,6,4,2,3,2,2,4,1,3,3,7,4,4,3,3,3,4,3,3,1,1,4,7,7,7,7,1,1,3,4,3,5,1,Seraph Guardians,66,2,3,4,1,5,6
female,VA,22,66000,4,4,5,4,6,5,4,5,5,2,3,4,4,5,6,4,3,3,6,3,4,3,6,5,3,5,4,5,5,5,4,3,2,5,5,1,4,1,4,4,Evercrest,62,2,5,1,4,6,3
female,NC,41,66000,5,6,3,4,6,7,4,7,1,6,4,4,7,5,2,5,4,1,1,5,2,2,5,1,4,1,2,7,2,4,2,3,3,4,3,4,3,3,6,2,Seraph Guardians,50,5,1,3,6,4,2
male,TX,27,92000,7,1,6,7,6,6,5,5,5,3,3,1,2,1,2,2,4,3,6,4,4,5,1,5,5,5,5,2,6,4,1,1,1,1,3,7,5,3,6,2,Warrior Guild,59,1,2,3,4,5,6
male,CA,18,15000,3,2,5,1,7,7,4,6,5,2,2,7,7,6,6,3,6,2,7,6,3,4,7,4,4,7,6,7,7,6,5,3,1,5,4,5,1,2,3,3,Evercrest,29,4,5,1,2,6,3
male,IA,56,119000,1,7,4,2,2,3,1,2,1,5,7,5,4,5,1,5,2,5,3,3,2,2,3,2,2,2,2,3,2,4,2,4,5,3,2,1,4,4,4,2,Warrior Guild,69,5,1,4,6,3,2
female,CT,21,34000,2,1,5,4,7,7,3,7,5,1,3,4,4,5,4,1,3,5,7,2,6,3,3,4,3,6,2,3,5,5,5,5,3,3,2,3,5,4,3,3,Evercrest,41,2,5,1,3,6,4
male,MI,25,40000,3,3,7,3,5,5,4,6,4,4,6,7,6,6,4,4,6,4,4,7,2,4,5,4,5,5,5,7,4,7,4,5,4,5,2,4,7,7,6,3,Warrior Guild,46,4,1,3,6,5,2
male,PA,26,91000,1,1,3,3,7,7,5,7,4,3,2,5,6,5,4,3,4,4,6,5,4,5,3,3,6,7,5,5,7,4,3,3,4,5,6,1,1,1,3,5,Warrior Guild,75,4,3,1,2,6,5
male,PA,23,67000,3,1,2,4,7,6,3,7,2,3,1,4,2,4,3,3,7,7,5,7,4,3,4,3,5,4,5,3,6,6,7,7,7,1,2,3,2,5,2,1,Warrior Guild,47,2,3,4,1,5,6
nonbinary,IA,61,53000,4,7,3,5,5,6,3,7,4,7,5,6,6,5,5,7,2,1,1,4,1,4,4,2,5,2,7,5,1,5,4,3,2,6,6,4,1,7,4,6,Seraph Guardians,67,5,1,4,6,3,2
male,CA,64,95000,5,6,5,5,7,7,4,7,2,7,4,5,6,6,7,7,5,2,2,4,2,4,4,1,5,3,6,5,5,6,1,1,1,6,4,5,7,5,5,6,Warrior Guild,64,5,1,3,6,4,2
female,NY,24,54000,4,2,2,5,4,2,5,2,4,1,3,4,3,3,4,1,7,6,7,6,4,4,2,6,4,7,6,3,7,4,6,4,3,3,2,5,1,1,3,1,Evercrest,37,2,4,3,1,5,6
nonbinary,VA,20,15000,4,4,4,4,6,6,3,7,4,2,7,5,6,7,7,4,3,1,4,4,6,3,7,3,3,1,4,6,3,5,2,1,2,5,5,3,5,5,5,6,Evercrest,43,4,1,3,6,5,2
male,MO,23,26000,7,1,4,6,3,2,5,4,4,1,2,3,3,4,3,1,6,5,6,5,7,7,3,5,7,5,5,1,5,4,3,5,4,4,4,7,5,1,4,4,Evercrest,36,2,4,3,1,5,6
female,CA,25,82000,5,4,3,5,7,7,5,7,5,4,4,7,6,7,5,4,5,2,3,2,6,4,7,5,7,4,6,7,5,5,2,1,2,7,6,7,4,3,5,6,Seraph Guardians,77,5,1,2,4,6,3
male,CA,18,18000,7,3,7,7,7,4,7,7,7,4,3,4,6,6,5,3,4,3,2,4,6,4,5,6,6,4,4,3,2,3,4,3,4,7,5,7,5,1,5,5,Warrior Guild,28,2,3,1,4,6,5
female,WI,19,9000,5,5,5,5,7,7,4,6,7,3,7,7,7,7,5,7,6,2,3,6,5,5,7,3,7,4,3,7,3,5,2,1,1,5,3,6,5,7,4,6,Warrior Guild,29,5,1,4,6,3,2
male,OR,22,27000,4,4,1,3,3,4,1,3,3,6,1,3,4,3,3,5,5,5,3,4,3,1,1,5,1,2,1,3,3,4,5,5,5,2,1,4,1,1,3,2,Evercrest,32,1,3,6,2,5,4
male,CT,18,14000,6,4,6,5,4,4,6,5,4,3,2,4,3,4,7,3,5,3,5,3,5,5,3,7,6,4,5,4,6,3,5,6,4,7,6,5,5,1,3,7,Evercrest,28,4,3,2,1,6,5
female,CT,35,120000,4,5,3,3,6,6,4,6,4,4,4,4,5,7,1,4,3,3,2,3,3,5,2,3,4,3,6,5,3,1,5,4,5,2,2,4,2,5,2,1,Warrior Guild,64,6,1,3,4,5,2
female,MA,23,30000,5,2,1,5,3,4,6,3,6,1,2,4,4,4,3,1,3,6,5,5,6,4,4,5,4,6,5,4,7,2,4,4,3,4,2,6,1,4,1,2,Seraph Guardians,44,1,3,4,2,5,6
male,PA,18,8000,4,1,3,4,6,7,5,7,2,4,2,5,6,5,5,2,3,4,7,1,6,4,4,5,3,7,4,6,7,4,2,4,2,7,7,2,3,4,2,5,Warrior Guild,22,4,2,1,5,6,3
male,VA,20,25000,4,4,5,6,4,2,5,3,7,5,4,2,3,4,1,5,5,4,7,7,7,4,3,7,3,7,4,1,6,7,5,3,3,3,3,3,3,4,3,1,Evercrest,36,2,3,5,1,4,6
male,NV,18,13000,6,5,3,7,7,5,6,5,3,2,4,7,5,6,4,5,2,4,5,2,4,5,6,4,4,5,4,5,3,3,2,3,2,2,3,7,3,5,3,4,Seraph Guardians,33,4,1,2,6,5,3
